position_um,pci_intensity_y_line_incident_i0,pci_intensity_z_line_incident_i0,pci_signal_y_line_minus_plate_background,pci_signal_z_line_minus_plate_background
-28.125,0.902420288836,0.903244861121,-7.97111637958e-05,0.00074486112092
-28.02734375,0.902409604888,0.904017390434,-9.03951124145e-05,0.0015173904344
-27.9296875,0.902397410217,0.904772351889,-0.000102589783199,0.00227235188894
-27.83203125,0.902383686605,0.905498823056,-0.000116313395091,0.00299882305622
-27.734375,0.902368440398,0.906186220616,-0.000131559601802,0.00368622061619
-27.63671875,0.902351704806,0.906824455209,-0.000148295193533,0.00432445520854
-27.5390625,0.902333542088,0.907404080619,-0.000166457911562,0.00490408061908
-27.44140625,0.9023140456,0.907916434996,-0.000185954399733,0.00541643499605
-27.34375,0.902293341684,0.908353771868,-0.000206658316095,0.0058537718682
-27.24609375,0.902271591373,0.908709378855,-0.000228408626925,0.00620937885485
-27.1484375,0.902248991896,0.908977682118,-0.000251008104097,0.0064776821185
-27.05078125,0.902225777955,0.90915433481,-0.000274222045206,0.00665433481045
